A1,A2,A3,A4,A5,A6,R
93.84847721105788,70.46888030141929,36.43748496007202,32.0718857789312,39.073054561106744,3.5834564255701418,344.0986926941125
68.38940008511275,35.05826616048697,29.739133818404152,72.97890537179973,27.29962299503078,87.26760150907289,227.72333386129912
23.578266205865617,43.25885755273892,41.59033384064986,92.94625347811031,4.608471840184192,41.62101706188782,234.86698283329304
16.77725657428083,16.67301494276341,78.53741367361302,51.09649440695164,12.013595452937109,16.714800705456767,285.73552748064674
59.399882826734874,43.205343610337835,60.854420497145014,25.875016986371147,24.227085236402324,15.326781847594773,328.3738315388456
56.64250786853437,48.50223806476461,34.908461865203364,96.22708536488322,78.09241588487525,85.78380478703156,258.3723695936737
39.39512698360945,96.95767103344951,26.45033617452459,10.531027265372717,68.00723133469849,13.730449657273846,312.66147757408226
82.03310808160701,87.36967841554008,34.84586837108641,34.396999215896514,65.00047401928482,74.58150288089107,361.3100700259464
39.1734081039942,60.80271734843231,2.890525267764732,49.799512030960955,37.11445383219291,35.55655368211947,169.45041860415301
65.74900346988396,73.34183497164595,20.142835033220475,53.651565118327795,28.608927169259747,40.175984951563436,272.8611785128373
93.55841937979886,46.89093536605115,60.62780085594537,74.33733879641127,95.52071887513168,52.21876645747847,369.22369267973727
20.365445073009703,88.08275826700542,35.19462220844193,13.824366131863265,57.486243803168115,62.14225633984939,302.1148282323463
57.17679767256183,23.283382768593718,82.59542751439197,3.1386414381829764,58.60966297079106,72.01856622593694,351.52984575292516
68.96973149442222,99.57713475461513,95.2530387694636,76.00759510241522,92.61863233523741,28.7639501658851,553.8831173120433
13.271913953006587,33.93480343380577,0.4130621857409533,63.59491377855957,34.61203300044969,96.8782827208621,82.38070737784099
19.944343598622403,90.36213499240068,5.573287607741473,60.143285886549926,89.32684201716414,76.55888820417995,217.38847640664818
90.55417351024673,35.9974684641585,90.33359652737502,21.11981262681779,55.928866865012715,29.83295609470762,433.5499000206888
14.055041416387636,78.61559711105,42.631755710715694,21.67479150428713,74.69659416795949,73.6283442782132,299.1815027706347
70.26251305323635,49.97489168179538,14.181809805237878,11.865851386918457,50.38813823585524,5.27507754255736,212.75772583254073
7.903450517881128,50.530057969743595,12.20660190791908,67.59236518009673,90.26568949384225,12.036953483384249,145.58337218112555
59.85007532541003,63.27417969961817,67.58640416797869,12.392264333242785,87.34397444303575,74.5907214221531,389.15764722858245
75.47933723734045,28.3592754832945,74.60133144023573,8.47619219320126,68.01160068990119,46.012172543091154,356.0018825246366
